"global_turn_id";"query";"target_answer";"alternative_answer";"level_0_query_need";"level_1_query_need";"is_exact_query_answer_match";"is_internal_knowledge_source";"is_reasoning";"recipe_id";"recipe_title";"sentence";"step_number";"step_text";"conv_id";"turn_id";"is_generated";"sentence_number";"is_template";"step_id"
"11_18";"What happens after adding the contents of the blender?";"Cook, stirring, for about 15 seconds. Immediately pour in strained chicken stock and fat and stir to combine.";"";"competence";"preparation";"True";"True";"False";"40";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"The more you stir, the less it will spatter.) As soon as the chicken fat starts to smoke, pour in the contents of the blender all at once and cook, stirring, for about 15 seconds (it will spatter a lot—wear an apron!). Immediately pour in strained chicken stock and fat and stir to combine.";"4";"Using a ladle, carefully skim off a few tablespoons of fat from the strained stock and add it to the Dutch oven (it's okay if a little stock gets in as well). Heat over high heat, swirling and stirring until the watery stock completely evaporates and starts to form a browned layer in the bottom of the pan. (It will spatter a bit. The more you stir, the less it will spatter.) As soon as the chicken fat starts to smoke, pour in the contents of the blender all at once and cook, stirring, for about 15 seconds (it will spatter a lot—wear an apron!). Immediately pour in strained chicken stock and fat and stir to combine. Bring to a bare simmer, stir in hominy, season to taste with salt, and keep warm.";"11";"18";"True";"4";"False";"333"
"11_19";"what should I season the dish with?";"salt";"";"fact";"ingredient";"True";"True";"False";"40";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"Bring to a bare simmer, stir in hominy, season to taste with salt, and keep warm.";"4";"Using a ladle, carefully skim off a few tablespoons of fat from the strained stock and add it to the Dutch oven (it's okay if a little stock gets in as well). Heat over high heat, swirling and stirring until the watery stock completely evaporates and starts to form a browned layer in the bottom of the pan. (It will spatter a bit. The more you stir, the less it will spatter.) As soon as the chicken fat starts to smoke, pour in the contents of the blender all at once and cook, stirring, for about 15 seconds (it will spatter a lot—wear an apron!). Immediately pour in strained chicken stock and fat and stir to combine. Bring to a bare simmer, stir in hominy, season to taste with salt, and keep warm.";"11";"19";"False";"6";"False";"333"
"11_20";"How should I prepare the hominy?";"Stir in hominy, season to taste with salt, and keep warm.";"";"competence";"cooking_technique";"True";"True";"False";"40";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"Bring to a bare simmer, stir in hominy, season to taste with salt, and keep warm.";"4";"Using a ladle, carefully skim off a few tablespoons of fat from the strained stock and add it to the Dutch oven (it's okay if a little stock gets in as well). Heat over high heat, swirling and stirring until the watery stock completely evaporates and starts to form a browned layer in the bottom of the pan. (It will spatter a bit. The more you stir, the less it will spatter.) As soon as the chicken fat starts to smoke, pour in the contents of the blender all at once and cook, stirring, for about 15 seconds (it will spatter a lot—wear an apron!). Immediately pour in strained chicken stock and fat and stir to combine. Bring to a bare simmer, stir in hominy, season to taste with salt, and keep warm.";"11";"20";"True";"6";"False";"333"
"11_21";"What should I do with the skin and bones from the chicken?";"Discard the skin and bones.";"";"competence";"preparation";"True";"True";"False";"40";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"Discard the skin and bones and shred the meat into bite-sized pieces with your fingertips.";"5";"By this stage, the chicken should be cool enough to handle. Discard the skin and bones and shred the meat into bite-sized pieces with your fingertips. Stir the picked chicken back into the soup.";"11";"21";"True";"2";"False";"334"
"11_22";"How should I prepare the chicken to add it back to the soup?";"Shred the meat into bite-sized pieces with your fingertips.";"";"competence";"cooking_technique";"True";"True";"False";"40";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"Discard the skin and bones and shred the meat into bite-sized pieces with your fingertips.";"5";"By this stage, the chicken should be cool enough to handle. Discard the skin and bones and shred the meat into bite-sized pieces with your fingertips. Stir the picked chicken back into the soup.";"11";"22";"True";"2";"False";"334"
"11_23";"what do I need to stir back into the soup?";"chicken";"";"fact";"ingredient";"True";"True";"False";"40";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"Stir the picked chicken back into the soup.";"5";"By this stage, the chicken should be cool enough to handle. Discard the skin and bones and shred the meat into bite-sized pieces with your fingertips. Stir the picked chicken back into the soup.";"11";"23";"False";"3";"False";"334"
"11_24";"what else can I use to garnish?";"diced avocado and radish, sliced chilies, chopped cilantro, and chopped white onion";"";"fact";"ingredient";"False";"True";"False";"40";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"To Serve: Ladle the hot soup into bowls and garnish with diced avocado and radish, sliced chiles, chopped cilantro, and chopped white onion.";"6";"To Serve: Ladle the hot soup into bowls and garnish with diced avocado and radish, sliced chiles, chopped cilantro, and chopped white onion. Serve immediately.";"11";"24";"False";"1";"False";"335"
"11_25";"What type of garnish should I use for the soup?";"garnish with diced avocado and radish, sliced chiles, chopped cilantro, and chopped white onion.";"";"fact";"ingredient";"True";"True";"False";"40";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"To Serve: Ladle the hot soup into bowls and garnish with diced avocado and radish, sliced chiles, chopped cilantro, and chopped white onion.";"6";"To Serve: Ladle the hot soup into bowls and garnish with diced avocado and radish, sliced chiles, chopped cilantro, and chopped white onion. Serve immediately.";"11";"25";"True";"1";"False";"335"
"11_26";"what do I use to garnish?";"diced avocado and radish, sliced chilies, chopped cilantro, and chopped white onion";"";"fact";"ingredient";"False";"True";"False";"40";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"To Serve: Ladle the hot soup into bowls and garnish with diced avocado and radish, sliced chiles, chopped cilantro, and chopped white onion.";"6";"To Serve: Ladle the hot soup into bowls and garnish with diced avocado and radish, sliced chiles, chopped cilantro, and chopped white onion. Serve immediately.";"11";"26";"False";"1";"False";"335"
"11_27";"What should I do for serving the soup?";"Ladle the hot soup into bowls and garnish with diced avocado and radish, sliced chiles, chopped cilantro, and chopped white onion. Serve immediately.";"";"competence";"preparation";"True";"True";"False";"40";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"To Serve: Ladle the hot soup into bowls and garnish with diced avocado and radish, sliced chiles, chopped cilantro, and chopped white onion. Serve immediately.";"6";"To Serve: Ladle the hot soup into bowls and garnish with diced avocado and radish, sliced chiles, chopped cilantro, and chopped white onion. Serve immediately.";"11";"27";"True";"1";"False";"335"
"11_28";"what should I garnish with?";"diced avocado and radish, sliced chilies, chopped cilantro, and chopped white onion";"";"fact";"ingredient";"False";"True";"False";"40";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"To Serve: Ladle the hot soup into bowls and garnish with diced avocado and radish, sliced chiles, chopped cilantro, and chopped white onion.";"6";"To Serve: Ladle the hot soup into bowls and garnish with diced avocado and radish, sliced chiles, chopped cilantro, and chopped white onion. Serve immediately.";"11";"28";"False";"1";"False";"335"
"12_1";"what do I need to put the ingredients into?";"bowl";"";"fact";"equipment";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"Prepare the Dough: Combine butter, brown sugar, baking soda, salt, cinnamon, honey, and orange zest in the bowl of a stand mixer fitted with a paddle attachment.";"1";"Prepare the Dough: Combine butter, brown sugar, baking soda, salt, cinnamon, honey, and orange zest in the bowl of a stand mixer fitted with a paddle attachment. Mix on low speed to moisten, then increase to medium and cream until light and fluffy, about 5 minutes. Add orange juice, then add the egg yolks one at a time and continue beating until smooth. Reduce the speed to low and sprinkle in the flour, mixing until well combined.";"12";"1";"False";"1";"False";"72"
"12_3";"What ingredients should be mixed first to prepare the dough?";"butter, brown sugar, baking soda, salt, cinnamon, honey, and orange zest ";"";"fact";"ingredient";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"Prepare the Dough: Combine butter, brown sugar, baking soda, salt, cinnamon, honey, and orange zest in the bowl of a stand mixer fitted with a paddle attachment.";"1";"Prepare the Dough: Combine butter, brown sugar, baking soda, salt, cinnamon, honey, and orange zest in the bowl of a stand mixer fitted with a paddle attachment. Mix on low speed to moisten, then increase to medium and cream until light and fluffy, about 5 minutes. Add orange juice, then add the egg yolks one at a time and continue beating until smooth. Reduce the speed to low and sprinkle in the flour, mixing until well combined.";"12";"3";"True";"1";"False";"72"
"12_4";"How long should I cream the mixture in the mixer?";"until light and fluffy, about 5 minutes.";"";"fact";"time";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"Mix on low speed to moisten, then increase to medium and cream until light and fluffy, about 5 minutes.";"1";"Prepare the Dough: Combine butter, brown sugar, baking soda, salt, cinnamon, honey, and orange zest in the bowl of a stand mixer fitted with a paddle attachment. Mix on low speed to moisten, then increase to medium and cream until light and fluffy, about 5 minutes. Add orange juice, then add the egg yolks one at a time and continue beating until smooth. Reduce the speed to low and sprinkle in the flour, mixing until well combined.";"12";"4";"True";"2";"False";"72"
"12_5";"How can I incorporate the egg yolks into the dough?";"Add the egg yolks one at a time and continue beating until smooth.";"";"competence";"cooking_technique";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"Add orange juice, then add the egg yolks one at a time and continue beating until smooth.";"1";"Prepare the Dough: Combine butter, brown sugar, baking soda, salt, cinnamon, honey, and orange zest in the bowl of a stand mixer fitted with a paddle attachment. Mix on low speed to moisten, then increase to medium and cream until light and fluffy, about 5 minutes. Add orange juice, then add the egg yolks one at a time and continue beating until smooth. Reduce the speed to low and sprinkle in the flour, mixing until well combined.";"12";"5";"True";"3";"False";"72"
"12_6";"what is the best way to form a smooth ball by kneading the dough?";"bowl";"";"competence";"preparation";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"Knead the dough against the sides of the bowl to form a smooth ball.";"2";"Knead the dough against the sides of the bowl to form a smooth ball. Flatten into a disc and wrap in plastic. Refrigerate until cool and firm but not hard, about 1 hour. (The dough can be refrigerated for up to 1 week; soften for 30 minutes at room temperature.)";"12";"6";"False";"1";"False";"73"
"12_7";"What should be my next step after kneading the dough into a smooth ball?";"Flatten into a disc and wrap in plastic.";"";"competence";"preparation";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"Flatten into a disc and wrap in plastic.";"2";"Knead the dough against the sides of the bowl to form a smooth ball. Flatten into a disc and wrap in plastic. Refrigerate until cool and firm but not hard, about 1 hour. (The dough can be refrigerated for up to 1 week; soften for 30 minutes at room temperature.)";"12";"7";"True";"2";"False";"73"
"12_8";"how long do I have to refrigerate for the dough to soften at room temperature?";"about 1 hour";"";"fact";"time";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"Refrigerate until cool and firm but not hard, about 1 hour.";"2";"Knead the dough against the sides of the bowl to form a smooth ball. Flatten into a disc and wrap in plastic. Refrigerate until cool and firm but not hard, about 1 hour. (The dough can be refrigerated for up to 1 week; soften for 30 minutes at room temperature.)";"12";"8";"False";"3";"False";"73"
"12_9";"How long should I refrigerate the dough for?";"until cool and firm but not hard, about 1 hour.";"";"fact";"time";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"Refrigerate until cool and firm but not hard, about 1 hour.";"2";"Knead the dough against the sides of the bowl to form a smooth ball. Flatten into a disc and wrap in plastic. Refrigerate until cool and firm but not hard, about 1 hour. (The dough can be refrigerated for up to 1 week; soften for 30 minutes at room temperature.)";"12";"9";"True";"3";"False";"73"
"12_10";"What do I do if I have refrigerated the dough for an extended period of time?";"The dough can be refrigerated for up to 1 week; soften for 30 minutes at room temperature.";"";"competence";"preparation";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"(The dough can be refrigerated for up to 1 week; soften for 30 minutes at room temperature.)";"2";"Knead the dough against the sides of the bowl to form a smooth ball. Flatten into a disc and wrap in plastic. Refrigerate until cool and firm but not hard, about 1 hour. (The dough can be refrigerated for up to 1 week; soften for 30 minutes at room temperature.)";"12";"10";"True";"4";"False";"73"
"12_11";"how many minutes does it take to soften at room temperature?";"for 30 minutes";"";"fact";"time";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"(The dough can be refrigerated for up to 1 week; soften for 30 minutes at room temperature.)";"2";"Knead the dough against the sides of the bowl to form a smooth ball. Flatten into a disc and wrap in plastic. Refrigerate until cool and firm but not hard, about 1 hour. (The dough can be refrigerated for up to 1 week; soften for 30 minutes at room temperature.)";"12";"11";"False";"4";"False";"73"
"12_12";"What is the first step in preparing the preserves?";"Cut the figs in half.";"";"competence";"preparation";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"Prepare the Preserves: Cut the figs in half.";"3";"Prepare the Preserves: Cut the figs in half. Pulse with applesauce and orange juice in a food processor until roughly chopped, then process to a thick, smooth paste. Scrape the bowl and blade with a flexible spatula, then process a minute more to ensure absolutely no chunks remain. Transfer to a sturdy piping bag fitted with a 1/2-inch plain tip and set aside until needed, up to 24 hours. (The preserves can be refrigerated in an airtight container for up to 3 weeks; bring to room temperature before using.)";"12";"12";"True";"1";"False";"74"
"12_13";"for how long do I need to set aside the piping bag?";"minute";"";"fact";"time";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"Scrape the bowl and blade with a flexible spatula, then process a minute more to ensure absolutely no chunks remain.";"3";"Prepare the Preserves: Cut the figs in half. Pulse with applesauce and orange juice in a food processor until roughly chopped, then process to a thick, smooth paste. Scrape the bowl and blade with a flexible spatula, then process a minute more to ensure absolutely no chunks remain. Transfer to a sturdy piping bag fitted with a 1/2-inch plain tip and set aside until needed, up to 24 hours. (The preserves can be refrigerated in an airtight container for up to 3 weeks; bring to room temperature before using.)";"12";"13";"False";"3";"False";"74"
"12_14";"what items are required in order to create the smooth paste?";"bowl and stand mixer";"";"fact";"equipment";"False";"True";"False";"9";"Homemade Fig Newtons Recipe";"Scrape the bowl and blade with a flexible spatula, then process a minute more to ensure absolutely no chunks remain.";"3";"Prepare the Preserves: Cut the figs in half. Pulse with applesauce and orange juice in a food processor until roughly chopped, then process to a thick, smooth paste. Scrape the bowl and blade with a flexible spatula, then process a minute more to ensure absolutely no chunks remain. Transfer to a sturdy piping bag fitted with a 1/2-inch plain tip and set aside until needed, up to 24 hours. (The preserves can be refrigerated in an airtight container for up to 3 weeks; bring to room temperature before using.)";"12";"14";"False";"3";"False";"74"
"12_15";"After ensuring that no chunks remain in my paste, what should I do next?";"Transfer to a sturdy piping bag fitted with a 1/2-inch plain tip and set aside until needed, up to 24 hours.";"";"competence";"preparation";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"Transfer to a sturdy piping bag fitted with a 1/2-inch plain tip and set aside until needed, up to 24 hours.";"3";"Prepare the Preserves: Cut the figs in half. Pulse with applesauce and orange juice in a food processor until roughly chopped, then process to a thick, smooth paste. Scrape the bowl and blade with a flexible spatula, then process a minute more to ensure absolutely no chunks remain. Transfer to a sturdy piping bag fitted with a 1/2-inch plain tip and set aside until needed, up to 24 hours. (The preserves can be refrigerated in an airtight container for up to 3 weeks; bring to room temperature before using.)";"12";"15";"True";"4";"False";"74"
"12_16";"Ok. I have done that. What is next?";"The preserves can be refrigerated in an airtight container for up to 3 weeks.";"";"competence";"preparation";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"(The preserves can be refrigerated in an airtight container for up to 3 weeks; bring to room temperature before using.)";"3";"Prepare the Preserves: Cut the figs in half. Pulse with applesauce and orange juice in a food processor until roughly chopped, then process to a thick, smooth paste. Scrape the bowl and blade with a flexible spatula, then process a minute more to ensure absolutely no chunks remain. Transfer to a sturdy piping bag fitted with a 1/2-inch plain tip and set aside until needed, up to 24 hours. (The preserves can be refrigerated in an airtight container for up to 3 weeks; bring to room temperature before using.)";"12";"16";"True";"5";"True";"74"
"12_17";"at what temperature does the oven need to be pre-heated?";"to 350°f";"";"fact";"temperature";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"To Assemble the Cookies: Adjust oven rack to middle position and preheat to 350°F (175°C).";"4";"To Assemble the Cookies: Adjust oven rack to middle position and preheat to 350°F (175°C). Knead the cool dough on a bare work surface until pliable and smooth, then dust with flour and roll into an 8-inch square. Sprinkle both sides with flour and roll into a 15-inch square. Slide an offset spatula under the dough to loosen it, brush off excess flour, and cut into four 3 1/4-inch strips.";"12";"17";"False";"1";"False";"75"
"12_18";"How should I prepare my oven for baking these cookies?";"Adjust oven rack to middle position and preheat to 350°F (175°C).";"";"competence";"preparation";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"To Assemble the Cookies: Adjust oven rack to middle position and preheat to 350°F (175°C).";"4";"To Assemble the Cookies: Adjust oven rack to middle position and preheat to 350°F (175°C). Knead the cool dough on a bare work surface until pliable and smooth, then dust with flour and roll into an 8-inch square. Sprinkle both sides with flour and roll into a 15-inch square. Slide an offset spatula under the dough to loosen it, brush off excess flour, and cut into four 3 1/4-inch strips.";"12";"18";"True";"1";"False";"75"
"12_19";"give me the answer in Centigrade?";"175°c";"";"fact";"temperature";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"To Assemble the Cookies: Adjust oven rack to middle position and preheat to 350°F (175°C).";"4";"To Assemble the Cookies: Adjust oven rack to middle position and preheat to 350°F (175°C). Knead the cool dough on a bare work surface until pliable and smooth, then dust with flour and roll into an 8-inch square. Sprinkle both sides with flour and roll into a 15-inch square. Slide an offset spatula under the dough to loosen it, brush off excess flour, and cut into four 3 1/4-inch strips.";"12";"19";"False";"1";"False";"75"
"12_20";"how do I loosen the dough?";"offset spatula";"";"fact";"equipment";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"Slide an offset spatula under the dough to loosen it, brush off excess flour, and cut into four 3 1/4-inch strips.";"4";"To Assemble the Cookies: Adjust oven rack to middle position and preheat to 350°F (175°C). Knead the cool dough on a bare work surface until pliable and smooth, then dust with flour and roll into an 8-inch square. Sprinkle both sides with flour and roll into a 15-inch square. Slide an offset spatula under the dough to loosen it, brush off excess flour, and cut into four 3 1/4-inch strips.";"12";"20";"False";"4";"False";"75"
"12_21";"How should I apply the preserves to the dough?";"Holding the bag at a 90-degree angle just above the surface of the dough (this will force the preserves to flatten as they leave the bag), pipe a 1-inch-wide strip down the center of each portion.";"";"competence";"cooking_technique";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"Holding the bag at a 90-degree angle just above the surface of the dough (this will force the preserves to flatten as they leave the bag), pipe a 1-inch-wide strip down the center of each portion.";"5";"Holding the bag at a 90-degree angle just above the surface of the dough (this will force the preserves to flatten as they leave the bag), pipe a 1-inch-wide strip down the center of each portion. Fold a long flap of dough over each strip, brush away excess flour, and roll each bar over, seam side down. Gently flatten each bar with your fingertips, then transfer to a parchment-lined half sheet pan (all four bars will fit on a single sheet).";"12";"21";"True";"1";"False";"76"
"12_22";"Ok. I have done that. What is next?";"Fold a long flap of dough over each strip, brush away excess flour";"";"competence";"preparation";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"Fold a long flap of dough over each strip, brush away excess flour, and roll each bar over, seam side down.";"5";"Holding the bag at a 90-degree angle just above the surface of the dough (this will force the preserves to flatten as they leave the bag), pipe a 1-inch-wide strip down the center of each portion. Fold a long flap of dough over each strip, brush away excess flour, and roll each bar over, seam side down. Gently flatten each bar with your fingertips, then transfer to a parchment-lined half sheet pan (all four bars will fit on a single sheet).";"12";"22";"True";"2";"True";"76"
"12_23";"what size of pan should I put the dough on to?";"half sheet pan";"";"fact";"equipment";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"Gently flatten each bar with your fingertips, then transfer to a parchment-lined half sheet pan (all four bars will fit on a single sheet).";"5";"Holding the bag at a 90-degree angle just above the surface of the dough (this will force the preserves to flatten as they leave the bag), pipe a 1-inch-wide strip down the center of each portion. Fold a long flap of dough over each strip, brush away excess flour, and roll each bar over, seam side down. Gently flatten each bar with your fingertips, then transfer to a parchment-lined half sheet pan (all four bars will fit on a single sheet).";"12";"23";"False";"3";"False";"76"
"12_24";"how long until the bars are puffed and firm without any significant browning?";"about 18 minutes";"";"fact";"time";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"Bake until the bars are puffed and firm, without any significant browning, about 18 minutes.";"6";"Bake until the bars are puffed and firm, without any significant browning, about 18 minutes. Immediately cut into 1-inch pieces with a bench scraper, then transfer to an airtight container, with a paper towel between each layer and on top. This will steam the cookies and retain moisture for them to reabsorb, creating a uniquely soft and cakey texture. Cover and “mature” for at least 6 hours before serving; prior to that, the cookies will taste dry. Store for up to 1 week at room temperature or up to a month in the fridge.";"12";"24";"False";"1";"False";"77"
"12_25";"what is the best thing to use to separate the layers?";"paper towel";"";"fact";"equipment";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"Immediately cut into 1-inch pieces with a bench scraper, then transfer to an airtight container, with a paper towel between each layer and on top.";"6";"Bake until the bars are puffed and firm, without any significant browning, about 18 minutes. Immediately cut into 1-inch pieces with a bench scraper, then transfer to an airtight container, with a paper towel between each layer and on top. This will steam the cookies and retain moisture for them to reabsorb, creating a uniquely soft and cakey texture. Cover and “mature” for at least 6 hours before serving; prior to that, the cookies will taste dry. Store for up to 1 week at room temperature or up to a month in the fridge.";"12";"25";"False";"2";"False";"77"
"12_26";"What happens once the bars are baked and firm?";"Immediately cut into 1-inch pieces with a bench scraper, then transfer to an airtight container, with a paper towel between each layer and on top.";"";"competence";"preparation";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"Immediately cut into 1-inch pieces with a bench scraper, then transfer to an airtight container, with a paper towel between each layer and on top.";"6";"Bake until the bars are puffed and firm, without any significant browning, about 18 minutes. Immediately cut into 1-inch pieces with a bench scraper, then transfer to an airtight container, with a paper towel between each layer and on top. This will steam the cookies and retain moisture for them to reabsorb, creating a uniquely soft and cakey texture. Cover and “mature” for at least 6 hours before serving; prior to that, the cookies will taste dry. Store for up to 1 week at room temperature or up to a month in the fridge.";"12";"26";"True";"2";"False";"77"
"12_27";"What does maturing do for the cookies?";"This will steam the cookies and retain moisture for them to reabsorb, creating a uniquely soft and cakey texture.";"";"competence";"cooking_technique";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"This will steam the cookies and retain moisture for them to reabsorb, creating a uniquely soft and cakey texture.";"6";"Bake until the bars are puffed and firm, without any significant browning, about 18 minutes. Immediately cut into 1-inch pieces with a bench scraper, then transfer to an airtight container, with a paper towel between each layer and on top. This will steam the cookies and retain moisture for them to reabsorb, creating a uniquely soft and cakey texture. Cover and “mature” for at least 6 hours before serving; prior to that, the cookies will taste dry. Store for up to 1 week at room temperature or up to a month in the fridge.";"12";"27";"True";"3";"False";"77"
"12_28";"how long do the bars need to mature for serving?";"6 hours";"";"fact";"time";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"Cover and “mature” for at least 6 hours before serving; prior to that, the cookies will taste dry.";"6";"Bake until the bars are puffed and firm, without any significant browning, about 18 minutes. Immediately cut into 1-inch pieces with a bench scraper, then transfer to an airtight container, with a paper towel between each layer and on top. This will steam the cookies and retain moisture for them to reabsorb, creating a uniquely soft and cakey texture. Cover and “mature” for at least 6 hours before serving; prior to that, the cookies will taste dry. Store for up to 1 week at room temperature or up to a month in the fridge.";"12";"28";"False";"4";"False";"77"
"12_29";"How do I store the cookies after they've matured?";"Store for up to 1 week at room temperature or up to a month in the fridge.";"";"competence";"preparation";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"Store for up to 1 week at room temperature or up to a month in the fridge.";"6";"Bake until the bars are puffed and firm, without any significant browning, about 18 minutes. Immediately cut into 1-inch pieces with a bench scraper, then transfer to an airtight container, with a paper towel between each layer and on top. This will steam the cookies and retain moisture for them to reabsorb, creating a uniquely soft and cakey texture. Cover and “mature” for at least 6 hours before serving; prior to that, the cookies will taste dry. Store for up to 1 week at room temperature or up to a month in the fridge.";"12";"29";"True";"5";"False";"77"
"13_2";"Should I blend the ingredients all together?";"Using a blender or food processor, purée garlic, orange juice, lime juice, cumin, oregano, black pepper, allspice (if using), and 2 teaspoons kosher salt until well blended.";"";"competence";"preparation";"True";"True";"False";"28";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"Using a blender or food processor, purée garlic, orange juice, lime juice, cumin, oregano, black pepper, allspice (if using), and 2 teaspoons kosher salt until well blended.";"1";"Using a blender or food processor, purée garlic, orange juice, lime juice, cumin, oregano, black pepper, allspice (if using), and 2 teaspoons kosher salt until well blended. (Alternatively, to make with a mortar and pestle, pound the garlic with the salt to form a paste and then mix in the rest of the ingredients. Alternatively, finely grate or mince the garlic and stir together with the remaining ingredients in a small bowl.)";"13";"2";"True";"1";"False";"213"
"13_3";"How can I prepare the garlic if I don't have a blender or food processor?";"(Alternatively, to make with a mortar and pestle, pound the garlic with the salt to form a paste. Alternatively, finely grate or mince the garlic and stir together with the remaining ingredients in a small bowl.)";"";"competence";"cooking_technique";"True";"True";"False";"28";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"(Alternatively, to make with a mortar and pestle, pound the garlic with the salt to form a paste and then mix in the rest of the ingredients. Alternatively, finely grate or mince the garlic and stir together with the remaining ingredients in a small bowl.)";"1";"Using a blender or food processor, purée garlic, orange juice, lime juice, cumin, oregano, black pepper, allspice (if using), and 2 teaspoons kosher salt until well blended. (Alternatively, to make with a mortar and pestle, pound the garlic with the salt to form a paste and then mix in the rest of the ingredients. Alternatively, finely grate or mince the garlic and stir together with the remaining ingredients in a small bowl.)";"13";"3";"True";"2";"False";"213"
"13_5";"What do I need to make sure of when adding the marinade to the chicken?";"making sure it coats chicken evenly all over";"";"competence";"preparation";"True";"True";"False";"28";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"Add marinade, making sure it coats chicken evenly all over.";"3";"Place chicken cutlets in a large zipper-lock bag or shallow baking or glass storage dish. Add marinade, making sure it coats chicken evenly all over. Press out excess air and seal zipper-lock bag, or cover dish with plastic or a lid. Refrigerate for 30 minutes; if chicken is in a dish, turn it once halfway through.";"13";"5";"True";"2";"False";"215"
"13_6";"How do I ensure the chicken is well marinated if I am using a dish instead of a bag?";"if chicken is in a dish, turn it once halfway through.";"";"competence";"cooking_technique";"True";"True";"False";"28";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"Refrigerate for 30 minutes; if chicken is in a dish, turn it once halfway through.";"3";"Place chicken cutlets in a large zipper-lock bag or shallow baking or glass storage dish. Add marinade, making sure it coats chicken evenly all over. Press out excess air and seal zipper-lock bag, or cover dish with plastic or a lid. Refrigerate for 30 minutes; if chicken is in a dish, turn it once halfway through.";"13";"6";"True";"4";"False";"215"
"13_7";"What should I do with the excess marinade on the chicken breasts?";"Remove the chicken breasts from the marinade and wipe off any excess.";"";"competence";"preparation";"True";"True";"False";"28";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"Remove the chicken breasts from the marinade and wipe off any excess.";"4";"Remove the chicken breasts from the marinade and wipe off any excess. In a stainless steel skillet, heat oil over medium-high heat until shimmering. Working in batches if necessary to prevent crowding the pan, add the chicken cutlets and cook until golden brown on each side, 2 to 3 minutes per side. Transfer cooked cutlets to a platter and cover with foil or place in a low oven to keep warm. Repeat with remaining chicken, adding more oil if the pan gets too dry.";"13";"7";"True";"1";"False";"216"
"13_8";"so I need to cook a chicken on a medium to high heat?";"yes";"";"fact";"temperature";"False";"True";"True";"28";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"In a stainless steel skillet, heat oil over medium-high heat until shimmering.";"4";"Remove the chicken breasts from the marinade and wipe off any excess. In a stainless steel skillet, heat oil over medium-high heat until shimmering. Working in batches if necessary to prevent crowding the pan, add the chicken cutlets and cook until golden brown on each side, 2 to 3 minutes per side. Transfer cooked cutlets to a platter and cover with foil or place in a low oven to keep warm. Repeat with remaining chicken, adding more oil if the pan gets too dry.";"13";"8";"False";"2";"False";"216"
