"global_turn_id";"query";"answer";"alternative_answer";"level_0_query_need";"level_1_query_need";"is_exact_query_answer_match";"is_internal_knowledge_source";"is_reasoning";"recipe_id";"recipe_title";"step_number";"conv_id";"turn_id";"source_url"
"60_5";"what's the shortest amount of time this will take to cook";"45 minutes";"";"fact";"time";"True";"True";"False";"36";"Thanksgiving Stuffed Roast Pumpkins Recipe";"3";"60";"5";"https://www.seriouseats.com/stuffed-pumpkin-vegetarian-thanksgiving-main-recipe"
"60_6";"what's the longest amount of time this will take to cook";"1 hour";"";"fact";"time";"True";"True";"False";"36";"Thanksgiving Stuffed Roast Pumpkins Recipe";"3";"60";"6";"https://www.seriouseats.com/stuffed-pumpkin-vegetarian-thanksgiving-main-recipe"
"60_7";"what type of spoon will I need";"large spoon";"";"fact";"equipment";"True";"True";"False";"36";"Thanksgiving Stuffed Roast Pumpkins Recipe";"4";"60";"7";"https://www.seriouseats.com/stuffed-pumpkin-vegetarian-thanksgiving-main-recipe"
"60_8";"where should I store the flesh";"medium bowl";"";"fact";"equipment";"True";"True";"False";"36";"Thanksgiving Stuffed Roast Pumpkins Recipe";"4";"60";"8";"https://www.seriouseats.com/stuffed-pumpkin-vegetarian-thanksgiving-main-recipe"
"60_9";"what utensil should I use";"spoon";"";"fact";"equipment";"True";"True";"False";"36";"Thanksgiving Stuffed Roast Pumpkins Recipe";"4";"60";"9";"https://www.seriouseats.com/stuffed-pumpkin-vegetarian-thanksgiving-main-recipe"
"60_10";"what temperature do you need for this recipe";"medium-high heat";"";"fact";"temperature";"True";"True";"False";"36";"Thanksgiving Stuffed Roast Pumpkins Recipe";"5";"60";"10";"https://www.seriouseats.com/stuffed-pumpkin-vegetarian-thanksgiving-main-recipe"
"60_11";"how long will the mixture take to brown";"about 10 minutes";"";"fact";"time";"True";"True";"False";"36";"Thanksgiving Stuffed Roast Pumpkins Recipe";"5";"60";"11";"https://www.seriouseats.com/stuffed-pumpkin-vegetarian-thanksgiving-main-recipe"
"60_12";"how long does the kale take to cook";"about 3 minutes";"";"fact";"time";"True";"True";"False";"36";"Thanksgiving Stuffed Roast Pumpkins Recipe";"5";"60";"12";"https://www.seriouseats.com/stuffed-pumpkin-vegetarian-thanksgiving-main-recipe"
"60_13";"what type of pan should I cook this in";"skillet";"";"fact";"equipment";"True";"True";"False";"36";"Thanksgiving Stuffed Roast Pumpkins Recipe";"6";"60";"13";"https://www.seriouseats.com/stuffed-pumpkin-vegetarian-thanksgiving-main-recipe"
"60_14";"can you recommend a pan for this recipe";"skillet";"";"fact";"equipment";"False";"False";"False";"36";"Thanksgiving Stuffed Roast Pumpkins Recipe";"6";"60";"14";"https://www.seriouseats.com/stuffed-pumpkin-vegetarian-thanksgiving-main-recipe"
"60_15";"do I need a particular type of pan";"skillet";"";"fact";"equipment";"True";"True";"False";"36";"Thanksgiving Stuffed Roast Pumpkins Recipe";"6";"60";"15";"https://www.seriouseats.com/stuffed-pumpkin-vegetarian-thanksgiving-main-recipe"
"60_16";"what do I need to mix the ingredients together";", whisk";"";"fact";"equipment";"True";"True";"False";"36";"Thanksgiving Stuffed Roast Pumpkins Recipe";"7";"60";"16";"https://www.seriouseats.com/stuffed-pumpkin-vegetarian-thanksgiving-main-recipe"
"60_17";"what can I put all the liquid ingredients in";"large liquid measuring cup";"";"fact";"equipment";"True";"True";"False";"36";"Thanksgiving Stuffed Roast Pumpkins Recipe";"7";"60";"17";"https://www.seriouseats.com/stuffed-pumpkin-vegetarian-thanksgiving-main-recipe"
"60_18";"what utensils do I need";"small bowl";"";"fact";"equipment";"False";"True";"False";"36";"Thanksgiving Stuffed Roast Pumpkins Recipe";"8";"60";"18";"https://www.seriouseats.com/stuffed-pumpkin-vegetarian-thanksgiving-main-recipe"
"60_19";"what type of bowl do I need for the glaze";"small bowl";"";"fact";"equipment";"True";"True";"False";"36";"Thanksgiving Stuffed Roast Pumpkins Recipe";"8";"60";"19";"https://www.seriouseats.com/stuffed-pumpkin-vegetarian-thanksgiving-main-recipe"
"60_20";"what kind of knife will I need";"paring knife";"";"fact";"equipment";"True";"True";"False";"36";"Thanksgiving Stuffed Roast Pumpkins Recipe";"10";"60";"20";"https://www.seriouseats.com/stuffed-pumpkin-vegetarian-thanksgiving-main-recipe"
"60_21";"how long should I cook it for";"45 minutes";"";"fact";"time";"True";"True";"False";"36";"Thanksgiving Stuffed Roast Pumpkins Recipe";"10";"60";"21";"https://www.seriouseats.com/stuffed-pumpkin-vegetarian-thanksgiving-main-recipe"
"60_22";"where should I cook it";"oven";"";"fact";"equipment";"True";"True";"False";"36";"Thanksgiving Stuffed Roast Pumpkins Recipe";"10";"60";"22";"https://www.seriouseats.com/stuffed-pumpkin-vegetarian-thanksgiving-main-recipe"
"11_1";"what do I need to cook a pumpkin seeds in";"large dutch oven";"";"fact";"equipment";"True";"True";"False";"40";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"1";"11";"1";"https://www.seriouseats.com/pozole-verde-de-pollo-green-mexican-hominy-and-chicken-soup-recipe"
"11_2";"what is the temperature I need to cook the pumpkin seeds";"medium-high heat";"";"fact";"temperature";"True";"True";"False";"40";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"1";"11";"2";"https://www.seriouseats.com/pozole-verde-de-pollo-green-mexican-hominy-and-chicken-soup-recipe"
"11_3";"how long do I need to cook for";"about 4 minutes";"";"fact";"time";"True";"True";"False";"40";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"1";"11";"3";"https://www.seriouseats.com/pozole-verde-de-pollo-green-mexican-hominy-and-chicken-soup-recipe"
"11_4";"what meat do I need to add";"chicken";"";"fact";"ingredient";"True";"True";"False";"40";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"2";"11";"4";"https://www.seriouseats.com/pozole-verde-de-pollo-green-mexican-hominy-and-chicken-soup-recipe"
"11_5";"what do I need to season the food with";"salt";"";"fact";"ingredient";"True";"True";"False";"40";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"2";"11";"5";"https://www.seriouseats.com/pozole-verde-de-pollo-green-mexican-hominy-and-chicken-soup-recipe"
"11_6";"how long do I cook the chicken wings and vegetables for";"about 40 minutes";"";"fact";"time";"True";"True";"False";"40";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"2";"11";"6";"https://www.seriouseats.com/pozole-verde-de-pollo-green-mexican-hominy-and-chicken-soup-recipe"
"11_7";"what do I use to move the chicken";"tongs";"";"fact";"equipment";"True";"True";"False";"40";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"3";"11";"7";"https://www.seriouseats.com/pozole-verde-de-pollo-green-mexican-hominy-and-chicken-soup-recipe"
"11_8";"what do I need to put the chicken on";"bowl";"";"fact";"equipment";"True";"True";"False";"40";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"3";"11";"8";"https://www.seriouseats.com/pozole-verde-de-pollo-green-mexican-hominy-and-chicken-soup-recipe"
"11_9";"what do I need to strain";"broth";"";"fact";"ingredient";"True";"True";"False";"40";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"3";"11";"9";"https://www.seriouseats.com/pozole-verde-de-pollo-green-mexican-hominy-and-chicken-soup-recipe"
"11_10";"where do I need to put the tablespoons of fat";"dutch oven";"";"fact";"equipment";"True";"True";"False";"40";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"4";"11";"10";"https://www.seriouseats.com/pozole-verde-de-pollo-green-mexican-hominy-and-chicken-soup-recipe"
"11_11";"what should I season the dish with";"salt";"";"fact";"ingredient";"True";"True";"False";"40";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"4";"11";"11";"https://www.seriouseats.com/pozole-verde-de-pollo-green-mexican-hominy-and-chicken-soup-recipe"
"11_12";"what do I need to stir back into the soup";"chicken";"";"fact";"ingredient";"True";"True";"False";"40";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"5";"11";"12";"https://www.seriouseats.com/pozole-verde-de-pollo-green-mexican-hominy-and-chicken-soup-recipe"
"11_13";"what should I garnish with";"diced avocado and radish, sliced chilies, chopped cilantro, and chopped white onion";"";"fact";"ingredient";"False";"True";"False";"40";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"6";"11";"13";"https://www.seriouseats.com/pozole-verde-de-pollo-green-mexican-hominy-and-chicken-soup-recipe"
"11_14";"what else can I use to garnish";"diced avocado and radish, sliced chilies, chopped cilantro, and chopped white onion";"";"fact";"ingredient";"False";"True";"False";"40";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"6";"11";"14";"https://www.seriouseats.com/pozole-verde-de-pollo-green-mexican-hominy-and-chicken-soup-recipe"
"11_15";"what do I use to garnish";"diced avocado and radish, sliced chilies, chopped cilantro, and chopped white onion";"";"fact";"ingredient";"False";"True";"False";"40";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"6";"11";"15";"https://www.seriouseats.com/pozole-verde-de-pollo-green-mexican-hominy-and-chicken-soup-recipe"
"12_1";"what do I need to put the ingredients into";"bowl";"";"fact";"equipment";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"1";"12";"1";"https://www.seriouseats.com/homemade-fig-newtons-recipe"
"12_2";"is there a specific type of stand mixer that I need to use";"stand mixer";"";"fact";"equipment";"False";"False";"False";"9";"Homemade Fig Newtons Recipe";"1";"12";"2";"https://www.seriouseats.com/homemade-fig-newtons-recipe"
"12_3";"what is the best way to form a smooth ball by kneading the dough";"bowl";"";"competence";"preparation";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"2";"12";"3";"https://www.seriouseats.com/homemade-fig-newtons-recipe"
"12_4";"how long do I have to refrigerate for the dough to soften at room temperature";"about 1 hour";"";"fact";"time";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"2";"12";"4";"https://www.seriouseats.com/homemade-fig-newtons-recipe"
"12_5";"how many minutes does it take to soften at room temperature";"for 30 minutes";"";"fact";"time";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"2";"12";"5";"https://www.seriouseats.com/homemade-fig-newtons-recipe"
"12_6";"what items are required in order to create the smooth paste";"bowl and stand mixer";"";"fact";"equipment";"False";"True";"False";"9";"Homemade Fig Newtons Recipe";"3";"12";"6";"https://www.seriouseats.com/homemade-fig-newtons-recipe"
"12_7";"for how long do I need to set aside the piping bag";"minute";"";"fact";"time";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"3";"12";"7";"https://www.seriouseats.com/homemade-fig-newtons-recipe"
"12_8";"at what temperature does the oven need to be pre-heated";"to 350°f";"";"fact";"temperature";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"4";"12";"8";"https://www.seriouseats.com/homemade-fig-newtons-recipe"
"12_9";"give me the answer in Centigrade";"175°c";"";"fact";"temperature";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"4";"12";"9";"https://www.seriouseats.com/homemade-fig-newtons-recipe"
"12_10";"how do I loosen the dough";"offset spatula";"";"fact";"equipment";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"4";"12";"10";"https://www.seriouseats.com/homemade-fig-newtons-recipe"
"12_11";"what size of pan should I put the dough on to";"half sheet pan";"";"fact";"equipment";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"5";"12";"11";"https://www.seriouseats.com/homemade-fig-newtons-recipe"
"12_12";"how long until the bars are puffed and firm without any significant browning";"about 18 minutes";"";"fact";"time";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"6";"12";"12";"https://www.seriouseats.com/homemade-fig-newtons-recipe"
"12_13";"what is the best thing to use to separate the layers";"paper towel";"";"fact";"equipment";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"6";"12";"13";"https://www.seriouseats.com/homemade-fig-newtons-recipe"
"12_14";"how long do the bars need to mature for serving";"6 hours";"";"fact";"time";"True";"True";"False";"9";"Homemade Fig Newtons Recipe";"6";"12";"14";"https://www.seriouseats.com/homemade-fig-newtons-recipe"
"13_1";"do I have to add allspice I don't like it";"yes";"";"fact";"ingredient";"False";"False";"True";"28";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"1";"13";"1";"https://www.seriouseats.com/cuban-style-pollo-a-la-plancha-marinated-and-griddled-chicken"
"13_2";"what do I place in a plastic bag to marinate";"chicken";"";"fact";"ingredient";"False";"False";"False";"28";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"3";"13";"2";"https://www.seriouseats.com/cuban-style-pollo-a-la-plancha-marinated-and-griddled-chicken"
"13_3";"so I need to cook a chicken on a medium to high heat";"yes";"";"fact";"temperature";"False";"True";"True";"28";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"4";"13";"3";"https://www.seriouseats.com/cuban-style-pollo-a-la-plancha-marinated-and-griddled-chicken"
"65_1";"and is it ground cumin or cumin seeds";"cumin";"";"fact";"ingredient";"False";"False";"False";"28";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"1";"65";"1";"https://www.seriouseats.com/cuban-style-pollo-a-la-plancha-marinated-and-griddled-chicken"
"65_2";"and does the small bowl have to be any particular size does it have to be glass plastic or metal";"small bowl";"";"fact";"equipment";"False";"False";"False";"28";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"1";"65";"2";"https://www.seriouseats.com/cuban-style-pollo-a-la-plancha-marinated-and-griddled-chicken"
"65_3";"so when I leave the chicken for 30 minutes, can I leave it in a bit longer do I have to do ehm can I have it a bit shorter";"for 30 minutes";"";"fact";"time";"True";"True";"False";"28";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"3";"65";"3";"https://www.seriouseats.com/cuban-style-pollo-a-la-plancha-marinated-and-griddled-chicken"
"93_1";"what do I use to puree";"blender";"food processor|blender or food processor";"fact";"equipment";"True";"True";"False";"28";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"1";"93";"1";"https://www.seriouseats.com/cuban-style-pollo-a-la-plancha-marinated-and-griddled-chicken"
"93_2";"what seasonings do I use";"black pepper, allspice (if using), and 2 teaspoons kosher salt";"";"fact";"ingredient";"False";"True";"False";"28";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"1";"93";"2";"https://www.seriouseats.com/cuban-style-pollo-a-la-plancha-marinated-and-griddled-chicken"
"93_3";"what type of spice do I use";"allspice";"";"fact";"ingredient";"True";"True";"False";"28";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"1";"93";"3";"https://www.seriouseats.com/cuban-style-pollo-a-la-plancha-marinated-and-griddled-chicken"
"93_4";"what meat am i meant to use";"chicken";"chicken breast halves";"fact";"ingredient";"True";"True";"False";"28";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"2";"93";"4";"https://www.seriouseats.com/cuban-style-pollo-a-la-plancha-marinated-and-griddled-chicken"
"93_5";"what is the meat about I just cut up";"chicken";"chicken breast halves";"fact";"ingredient";"True";"True";"False";"28";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"3";"93";"5";"https://www.seriouseats.com/cuban-style-pollo-a-la-plancha-marinated-and-griddled-chicken"
"93_6";"how long do I refrigerate it";"for 30 minutes";"30 minutes";"fact";"time";"True";"True";"False";"28";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"3";"93";"6";"https://www.seriouseats.com/cuban-style-pollo-a-la-plancha-marinated-and-griddled-chicken"
"93_7";"if what is in a dish";"chicken";"";"fact";"ingredient";"True";"True";"False";"28";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"3";"93";"7";"https://www.seriouseats.com/cuban-style-pollo-a-la-plancha-marinated-and-griddled-chicken"
"93_8";"what level do I simmer on";"medium-high heat";"medium-high";"fact";"temperature";"True";"True";"False";"28";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"4";"93";"8";"https://www.seriouseats.com/cuban-style-pollo-a-la-plancha-marinated-and-griddled-chicken"
"93_9";"what do I add to this pan";"chicken";"chicken cutlets";"fact";"ingredient";"True";"True";"False";"28";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"4";"93";"9";"https://www.seriouseats.com/cuban-style-pollo-a-la-plancha-marinated-and-griddled-chicken"
"93_10";"what's the next step with the other chickens";"repeat with remaining chicken, adding more oil if the pan gets too dry.";"";"competence";"preparation";"True";"True";"False";"28";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"4";"93";"10";"https://www.seriouseats.com/cuban-style-pollo-a-la-plancha-marinated-and-griddled-chicken"
"93_11";"what do I add the onion to";"pan";"skillet";"fact";"equipment";"True";"True";"False";"28";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"5";"93";"11";"https://www.seriouseats.com/cuban-style-pollo-a-la-plancha-marinated-and-griddled-chicken"
"93_12";"what do I add to stop it from burning";"water";"a small splash of water";"fact";"ingredient";"True";"True";"False";"28";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"5";"93";"12";"https://www.seriouseats.com/cuban-style-pollo-a-la-plancha-marinated-and-griddled-chicken"
"93_13";"where do i add the water to";"pan";"";"fact";"equipment";"True";"True";"False";"28";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"5";"93";"13";"https://www.seriouseats.com/cuban-style-pollo-a-la-plancha-marinated-and-griddled-chicken"
"93_14";"what carb do i serve it with";"rice";"";"fact";"ingredient";"True";"True";"False";"28";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"6";"93";"14";"https://www.seriouseats.com/cuban-style-pollo-a-la-plancha-marinated-and-griddled-chicken"
"93_15";"what's the first thing I used for garnish";"cilantro";"cilantro leaves";"fact";"ingredient";"True";"True";"False";"28";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"6";"93";"15";"https://www.seriouseats.com/cuban-style-pollo-a-la-plancha-marinated-and-griddled-chicken"
"93_16";"I add a what wedge";"lime";"lime wedges";"fact";"ingredient";"True";"True";"False";"28";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"6";"93";"16";"https://www.seriouseats.com/cuban-style-pollo-a-la-plancha-marinated-and-griddled-chicken"
"16_1";"which ingredients do I add to the fish sauce, sesame oil and sugar";"lime juice";"chili";"fact";"ingredient";"False";"True";"False";"47";"Thai Spicy Duck Salad Recipe";"1";"16";"1";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"16_2";"what type of sauce goes in the dressing";"fish";"fish sauce";"fact";"ingredient";"True";"True";"False";"47";"Thai Spicy Duck Salad Recipe";"1";"16";"2";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"16_3";"what is used to sweeten the dressing";"sugar";"";"fact";"ingredient";"True";"True";"False";"47";"Thai Spicy Duck Salad Recipe";"1";"16";"3";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"16_4";"what do I cook first";"cashews";"";"fact";"ingredient";"True";"True";"False";"47";"Thai Spicy Duck Salad Recipe";"2";"16";"4";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"16_5";"what do I add to the pineapple";"onion";"cilantro";"fact";"ingredient";"True";"True";"False";"47";"Thai Spicy Duck Salad Recipe";"2";"16";"5";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"16_6";"what do I add to the onion";"pineapple";"pineapple, and cilantro";"fact";"ingredient";"True";"True";"False";"47";"Thai Spicy Duck Salad Recipe";"2";"16";"6";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"16_7";"what do I put on the duck";"salt and pepper";"";"fact";"ingredient";"False";"True";"False";"47";"Thai Spicy Duck Salad Recipe";"3";"16";"7";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"16_8";"what will I cook on the charcoal";"duck";"duck breast";"fact";"ingredient";"True";"True";"False";"47";"Thai Spicy Duck Salad Recipe";"3";"16";"8";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"16_9";"what temperature will the duck be when cooked";"130 degrees";"";"fact";"temperature";"True";"True";"False";"47";"Thai Spicy Duck Salad Recipe";"3";"16";"9";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"16_10";"what do I prepare first";"duck";"";"fact";"ingredient";"True";"True";"False";"47";"Thai Spicy Duck Salad Recipe";"4";"16";"10";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"16_11";"what do I add to the pineapple sauce";"duck";"";"fact";"ingredient";"True";"True";"False";"47";"Thai Spicy Duck Salad Recipe";"4";"16";"11";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"16_12";"what do I pour over the duck";"pineapple";"pineapple mixture";"fact";"ingredient";"True";"True";"False";"47";"Thai Spicy Duck Salad Recipe";"4";"16";"12";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"25_1";"Alexa do I have to use limes or could I possibly use lemon";"<no_answer>";"";"fact";"ingredient";"False";"False";"False";"47";"Thai Spicy Duck Salad Recipe";"1";"25";"1";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"25_2";"I really don't like fish so is there an alternative";"<no_answer>";"";"fact";"ingredient";"False";"False";"False";"47";"Thai Spicy Duck Salad Recipe";"1";"25";"2";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"25_3";"how much sugar do I need to include I am not very clear";"1 teaspoon";"";"fact";"amount";"False";"True";"False";"47";"Thai Spicy Duck Salad Recipe";"1";"25";"3";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"25_4";"I have a packet of salted cashews is it okay to use salted cashews or do they have to be plain, unsalted?";"raw unsalted";"";"fact";"ingredient";"False";"True";"False";"47";"Thai Spicy Duck Salad Recipe";"2";"25";"4";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"25_5";"is it the one onion I am adding? I do love onions and I would like to add more will they spoil the taste";"<no_answer>";"";"fact";"amount";"False";"False";"False";"47";"Thai Spicy Duck Salad Recipe";"2";"25";"5";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"25_6";"does the pineapple in this recipe make it too sweet";"<no_answer>";"";"fact";"ingredient";"False";"False";"False";"47";"Thai Spicy Duck Salad Recipe";"2";"25";"6";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"25_7";"why would I be rubbing salt all over the meat";"<no_answer>";"";"knowledge";"knowledge";"False";"False";"False";"47";"Thai Spicy Duck Salad Recipe";"3";"25";"7";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"25_8";"I am a vegetarian and would never eat duck, is there an alternative I could make this recipe with";"<no_answer>";"";"fact";"ingredient";"False";"False";"False";"47";"Thai Spicy Duck Salad Recipe";"3";"25";"8";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"25_9";"is 130° the correct temperature to cook this dish";"yes";"";"fact";"temperature";"False";"False";"False";"47";"Thai Spicy Duck Salad Recipe";"3";"25";"9";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"25_10";"where would I get a nice duck breasts from";"<no_answer>";"";"fact";"ingredient";"False";"False";"False";"47";"Thai Spicy Duck Salad Recipe";"4";"25";"10";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"25_11";"I am not a fan of duck,  what else could I use";"<no_answer>";"";"fact";"ingredient";"False";"False";"False";"47";"Thai Spicy Duck Salad Recipe";"4";"25";"11";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"25_12";"what would be a nice thing to do with the remaining pineapple so it doesn't go to waste";"<no_answer>";"";"fact";"ingredient";"False";"False";"False";"47";"Thai Spicy Duck Salad Recipe";"4";"25";"12";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"37_1";"How do I extract the juice from the Lime";"<no_answer>";"";"competence";"cooking_technique";"False";"False";"False";"47";"Thai Spicy Duck Salad Recipe";"1";"37";"1";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"37_2";"What type of fish sauce should I use";"<no_answer>";"";"fact";"ingredient";"False";"False";"False";"47";"Thai Spicy Duck Salad Recipe";"1";"37";"2";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"37_3";"should I use white or brown sugar";"light brown sugar";"";"fact";"ingredient";"False";"True";"False";"47";"Thai Spicy Duck Salad Recipe";"1";"37";"3";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"37_4";"Should I use whole cashews";"<no_answer>";"";"fact";"ingredient";"False";"False";"True";"47";"Thai Spicy Duck Salad Recipe";"2";"37";"4";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"37_5";"how finely should the onions be sliced";"<no_answer>";"";"fact";"ingredient";"False";"False";"False";"47";"Thai Spicy Duck Salad Recipe";"2";"37";"5";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"37_6";"Should the pineapple be cut into cubes";"diced pineapple";"diced";"fact";"ingredient";"False";"True";"True";"47";"Thai Spicy Duck Salad Recipe";"2";"37";"6";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"37_7";"how much salt should I use";"1 teaspoon";"";"fact";"amount";"False";"True";"False";"47";"Thai Spicy Duck Salad Recipe";"3";"37";"7";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"37_8";"Is that 130 centigrade";"yes";"";"fact";"temperature";"True";"True";"True";"47";"Thai Spicy Duck Salad Recipe";"3";"37";"8";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"37_9";"should I slice the Duck across or along the breast";"<no_answer>";"";"competence";"cooking_technique";"False";"False";"False";"47";"Thai Spicy Duck Salad Recipe";"4";"37";"9";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"37_10";"should the duck be hot when I mix it with the other ingredients";"<no_answer>";"";"fact";"ingredient";"False";"False";"False";"47";"Thai Spicy Duck Salad Recipe";"4";"37";"10";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"37_11";"Should I have chilled the Pineapple mixture";"<no_answer>";"";"fact";"ingredient";"False";"False";"False";"47";"Thai Spicy Duck Salad Recipe";"4";"37";"11";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"76_1";"Alexa  which fruits do I whisk in the bowl to make the sauce";"lime";"lime juice";"fact";"ingredient";"True";"True";"False";"47";"Thai Spicy Duck Salad Recipe";"1";"76";"1";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"76_2";"Alexa what sort of sauce do I whisk in the bowl";"fish";"fish sauce";"fact";"ingredient";"True";"True";"False";"47";"Thai Spicy Duck Salad Recipe";"1";"76";"2";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"76_3";"Alexa what do I whisk with the lime juice fish sauce sesame oil and chili";"sugar";"";"fact";"ingredient";"True";"True";"False";"47";"Thai Spicy Duck Salad Recipe";"1";"76";"3";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"76_4";"what do I put in the cast iron skillet";"cashews";"";"fact";"ingredient";"True";"True";"False";"47";"Thai Spicy Duck Salad Recipe";"2";"76";"4";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
"76_5";"what do I add with the pineapple and cilantro";"onion";"";"fact";"ingredient";"True";"True";"False";"47";"Thai Spicy Duck Salad Recipe";"2";"76";"5";"https://www.seriouseats.com/grill-thai-spicy-duck-salad-recipe"
